qué what
chiflado nut
término term
corresponde corresponds
valientes brave
goma rubber
jodiendo fucking
permanente permanent
despertado awakened
vagabundo wanderer
leon leon
encuentres find
lograste did you
alianza alliance
perfil profile
bobo fool
preocupados concerned
marcho marched
fracasado failed
soltera maiden
contaste told
pensaré think
pariente relative
cuentes count
imagínate Imagine
recoge collected
veredicto verdict
escuchan listen
expertos experts
creerme believe
niego refuse
piden ask
demos demos
conflicto conflict
recibirá will
músculos muscles
cállense shut up
gentil gentile
mátalo kill him
atravesar cross
blue blue
planeando planning
tenerla have it
creías thought
cerrados closed
durar last
girar turn
entendemos understand
privilegio privilege
pondría would
barata cheap
reconoces recognize
aceptarlo accept
descuida neglected
hacha ax
ligero light
teresa teresa
sincera sincere
escuches listen
eligió elected
tai tai
fallado failed
píldoras pills
interesantes interesting
sensacional sensational
tapa top
cheques checks
heredero heir
polo pole
stuart stuart
comemos eat
espectacular spectacular
riqueza wealth
salvaste saved
perspectiva perspective
curtis curtis
vital vital
mentiste lied
sociales social
osos Bears
escribiste wrote
cómico comic
jacques jacques
wallace wallace
ordenes orders
estimado estimated
algodón cotton
propongo propose
mintió lied
vago vague
llenas full
ficción fiction
grabar record
aguja needle
elvis elvis
bandidos bandits
françois françois
solicitud application
gene gene
caes fall
febrero February
peggy peggy
queden are
kitty kitty
descubrimiento discovery
shirley shirley
especialista specialist
árabes Arab
aires air
aceptas accept
echaron cast
kay kay
fumo smoke
culpo blame
peligrosos hazardous
forense forensic
recto straight
debías you should
espías Spies
déjale let him
cortinas curtains
pudieran could
lecciones lessons
injusto unfair
cables Cables
acerque close
campesinos farmers
ascenso ascent
oir hear
valen worth
piratas pirates
disfraz costume
bandas bands
auténtica authentic
volante wheel
pasaremos pass
manhattan manhattan
presentado submitted
sello seal
entienda understand
kit kit
avergonzado ashamed
oido ear
cubre covers
rubio blond
ridícula ridiculous
polly polly
preocupas worry
cadenas chains
azar random
justin justin
repite repeated
olviden forget
tranquilidad tranquility
entremos enter
jugado played
jueces judges
automóvil car
escribes write
conozcas know
monje monk
lenny lenny
navaja razor
discúlpenme excuse me
cuidando caring
llevara take
lograrlo do
lógico logical
suéltalo drop it
llueve rain
rob rob
llegarán arrive
dallas dallas
matarlos kill
constante constant
pendiente slope
marchó left
retirarse retire
sacaron removed
rudo rude
irak Iraq
contarme tell
hamburguesa burger
construido built
pila pile
broadway broadway
marcharme leave
trabajador employee
organizar organize
preguntarme ask
brujas Witches
cráneo skull
tatuaje tattoo
admiro I admire
borrachos drunk
milagros Miracles
cumple meets
comí ate
durará last
noel noel
encendido on
curar cure
obligación obligation
reconocido recognized
cortes cuts
superman superman
debéis must
hal hal
cerebral cerebral
moriremos die
cobardes Cowards
alfa alpha
británicos British
debamos we should
reto challenge
roba steals
obreros labor
salvador savior
conjunto set
espléndido splendid
estuvieran were
juegan play
llámeme call me
cômo as
unirse join
conocerle know
sesos brains
fuegos fires
impedir prevent
felicito I congratulate
conseguiremos get
debimos we had
pintor painter
posesión possession
divirtiendo having fun
decepcionado disappointed
espadas spades
dispararle shoot
arizona Arizona
derrota defeat
cortesía courtesy
gorra cap
perdonar forgive
vamonos let's go
bosques forests
adora worship
llamará call
verga cock
edgar edgar
ferrocarril railroad
postal postal
sentar set
rebecca rebecca
culpables guilty
plataforma platform
nora nora
provisiones provisions
ataca attacks
telefónica telephone
quedara stay
creíste believed
alfred alfred
produce produces
vestuario wardrobe
oímos hear
wendy wendy
roll roll
deseando forward
superiores higher
empresas companies
casamos married
lavado washing
preguntaste asked
herencia heritage
hermanito brother
richie richie
reunir gather
quite remove
cogí I took
llamaría call
velada evening
entraron entered
química chemistry
habitantes people
preocupo worry
todopoderoso almighty
busquen seek
sonreír smile
oírte hear
dormía sleeping
asesinar murder
volumen volume
pagarle pay
fuma smoke
raros rare
franklin franklin
bellas beautiful
necesitarás need
envidia envy
debbie debbie
llamaban called
merecen deserve
carla carla
llamarla call
experimentos experiments
renta income
inocencia innocence
creerá believe
hueco hollow
coco coconut
músico musician
romano Roman
jeffrey jeffrey
seattle seattle
beba drink
lastimar hurt
nazi Nazi
preguntaré ask
rincón corner
récord record
bell bell
polis cops
caballería cavalry
carmen carmen
semillas seeds
liz liz
yang yang
marea tide
invitar invite
propietario owner
pobreza poverty
considero consider
hilo thread
pidieron asked
burke burke
estaciones stations
judía bean
camas beds
alá allah
raya stripe
detroit detroit
destrozado torn apart
tierno tender
simples simple
toneladas tons
probabilidades likely
liberación release
niveles levels
soga rope
adelantado advanced
extraordinaria extraordinary
christine christine
preocupaciones concerns
incómodo uncomfortable
increíbles incredible
acercarse approach
marshall marshall
sábanas sheets
mick mick
heather heather
impresionado impressed
venecia Venice
contrató hired
filas rows
pinky pinky
temes fear
ocupa occupies
habríamos would
concéntrate concentrate
sillas chairs
hazte Become
toquen touch
comenzaron began
brillo brightness
travis travis
vergonzoso shameful
bajó down
hechas made
tristes sad
dueños owners
sencilla simple
marc marc
conservar preserve
oyendo hearing
delgado thin
pulmones lungs
pensaría think
sentirlo feel
razon reason
ligera light
descripción description
caerá fall
quinta fifth
facultad faculty
audición hearing
ellie ellie
euros euros
talla size
gusanos worms
regresemos return
verlas see them
rehén hostage
signo sign
usé I used
cindy cindy
cafetería cafeteria
atado tied
responsables responsible
aceptó accepted
ebrio drunk
tarzán Tarzan
vagina vagina
equilibrio balance
huelo I smell
cuidaré take care
khan khan
arriesgado risky
beca scholarship
escribiré write
puño fist
audrey audrey
lindos cute
crítica review
seth seth
inversión investment
excitante exciting
megan megan
rompí broke
cruce crossing
turistas Tourists
desee want
inusual unusual
mason mason
mariscal marshal
diente tooth
deberia should
verse be
agotado exhausted
pearl pearl
domingos Sunday
fumando smoking
esfuerzos efforts
aventuras Adventures
presos prisoners
educado educated
plumas feathers
simón simon
toby toby
inicio initiation
claude claude
arregla fixes
multa fine
echarle throw
aprendiendo learning
mantenerlo keep
insiste insists
certificado certificate
tortuga tortoise
kirk kirk
querés want
similar similar
torta cake
entraste you came
kid kid
existir be
margen margin
sentirás feel
asesinados killed
construyó built
sándwich sandwich
cal lime
tardará take
correctamente correctly
propina tip
hurra Hurrah
bajos low
regreses back
dinamita dynamite
sabés you know
novato rookie
chau bye
sostén support
mañanas morning
afueras outskirts
costo cost
llover rain
cobra cobra
inevitable inevitable
ayudarlos help
ansioso anxious
sôlo only
zack zack
falda skirt
intercambio exchange
lana wool
generales general
llevarnos lead
acostarme bed
sexto sixth
permita allow
entusiasmo enthusiasm
persiguiendo pursuing
párate stand
alimento food
timbre ring
ubicación location
fotógrafo photographer
generaciones generations
invasión invasion
esperes expect
bañera tub
emocional emotional
sidney sidney
cathy cathy
escrita written
detenerme stop
vivas live
terminemos finish
partidos parties
preocuparme worry
novedad novelty
furia fury
interesada interested
éso That '
aliados allies
individuo individual
mecánico mechanical
césped lawn
ajedrez chess
femenino female
manchas spots
saldrás will leave
suelen often
siesta nap
cogeré I will take
respetar respect
bang bang
merecía deserved
denme give me
chef chef
acompaña accompanied
huyó fled
bodega cellar
artillería artillery
suicidó suicide
mostró showed
recorrido travel
conocías knew
cirujano surgeon
clay clay
almohada pillow
malentendido misunderstanding
encontrarnos find
amarilla yellow
patán lout
risas laughter
félix felix
viaja travels
quitarme take off
geniales great
cuñado brother
competir compete
isabel Isabel
comience start
cazadores Hunters
aquellas those
gemelos cufflinks
pasteles pastry
leones Lions
retrocede back
crecí I grew up
traducido translated
linterna lantern
muertas dead
cicatriz scar
ayuntamiento city ​​council
inyección injection
stella stella
gabriel gabriel
asesinó killed
desgraciados unfortunate
portero porter
cristianos Christians
sugerencia suggestion
esperábamos expected
despertó woke
organizado organized
occidental western
niñita girl
gays gays
comidas meals
apunta points
jazz jazz
hacerles them
mírala watch it
barnes barnes
alexander alexander
bárbara Barbara
acostarse lie
cabe be
pruebe try
accidentes accidents
moscas Flies
revisa review
gustaria like
permanece remains
avance advance
preparen prepare
granero barn
lejano distant
responsabilidades responsibilities
esencial essential
putos fucking
sierra sierra
atras back
etapa stage
detectives Detectives
pelos hairs
escoria slag
fox fox
computadoras computers
retirado retired
capitan Captain
senado senate
bastantes enough
vicepresidente vice-president
escopeta shotgun
depresión depression
ofrecerle offer
relacionado related
tomate tomato
dámela Give it to me
veis see
ningun no
choque shock
tendrían would
sentidos senses
vió saw
llamaremos call
gallinas chickens
células cells
maya Maya
regresamos back
morirán die
pirata pirate
ocúpate take care
maravillas wonders
caravana caravan
sácame me out
claus claus
escocia Scotland
todd todd
penny penny
tela fabric
recibiendo receiving
bicho bug
valentín valentine
amiguito friend
manejo management
expedición expedition
sacarme me out
filadelfia Philadelphia
hembra female
leerlo read
romanos Romans
quedarán be
manicomio asylum
esencia essence
cruzado cross
tiburones Sharks
falsos false
causó caused
insectos insects
direcciones Address
echas you miss
sorprendió surprised
sentimental sentimental
arrogante arrogant
pensará think
mochila backpack
divertirnos fun
dispuestos willing
jesus jesus
mitchell mitchell
reza reads
suyas his
supervivencia survival
arnold arnold
conveniente convenient
masaje massage
dormí I slept
duncan duncan
chip chip
sacamos we get
afortunada Lucky
ordena orders
vientre belly
bingo bingo
negar deny
wally wally
vendrías would come
jamón ham
guardián guardian
mandé sent
prioridad priority
ashley ashley
molestaría bother
henri henri
técnico technical
sentirte feel
identificar identify
respiro respite
confidencial confidential
turner turner
conque So
observación observation
emocionado excited
volviera back
abro open
chloe chloe
levantarme get up
coñac brandy
separado separate
get get
mojado wet
advertí I noticed
vivirá live
phillip phillip
posibles possible
cagar shit
soltar release
baúl trunk
lester lester
fenomenal phenomenal
montones scores
persigue pursues
douglas douglas
trates try
tomarlo take
asistencia assistance
connor connor
rodaje filming
estate estate
despedir dismiss
avanzar advance
guardaespaldas bodyguard
expresar express
voluntario voluntary
polonia Poland
ponme put me
universal universal
